"Accuracy","Regret","Approach","Scenario","Data"
0.569511111111111,39.2372819166406,"Q-Learning","non-linear interactions","train"
0.583911111111111,34.8290175563761,"Q-Learning","non-linear interactions","train"
0.563022222222222,39.4353840921318,"Q-Learning","non-linear interactions","train"
0.569688888888889,46.9132932977782,"Q-Learning","non-linear interactions","train"
0.562488888888889,40.3177177415564,"Q-Learning","non-linear interactions","train"
0.568,39.0227020535835,"Q-Learning","non-linear interactions","train"
0.574222222222222,36.6263409618293,"Q-Learning","non-linear interactions","train"
0.573777777777778,38.842209202909,"Q-Learning","non-linear interactions","train"
0.561422222222222,43.7101618851856,"Q-Learning","non-linear interactions","train"
0.575466666666667,35.6250397951554,"Q-Learning","non-linear interactions","train"
0.569422222222222,40.0485310439142,"Q-Learning","non-linear interactions","train"
0.566666666666667,41.4533900404667,"Q-Learning","non-linear interactions","train"
0.565866666666667,39.6587831259475,"Q-Learning","non-linear interactions","train"
0.565155555555556,42.3560488771988,"Q-Learning","non-linear interactions","train"
0.569244444444444,39.5672930741443,"Q-Learning","non-linear interactions","train"
0.564,39.5915582931282,"Q-Learning","non-linear interactions","train"
0.567911111111111,40.7788678776448,"Q-Learning","non-linear interactions","train"
0.571644444444444,38.3834175259437,"Q-Learning","non-linear interactions","train"
0.576622222222222,39.0793781548709,"Q-Learning","non-linear interactions","train"
0.573511111111111,37.9513073194178,"Q-Learning","non-linear interactions","train"
0.573155555555556,38.6893682631381,"Q-Learning","non-linear interactions","train"
0.562755555555556,40.2602653661956,"Q-Learning","non-linear interactions","train"
0.569511111111111,41.3482350669959,"Q-Learning","non-linear interactions","train"
0.560444444444444,39.2332339368574,"Q-Learning","non-linear interactions","train"
0.562755555555556,40.3495207761637,"Q-Learning","non-linear interactions","train"
0.569066666666667,39.7273578356545,"Q-Learning","non-linear interactions","train"
0.580355555555556,35.5864212397207,"Q-Learning","non-linear interactions","train"
0.560088888888889,39.6645745812002,"Q-Learning","non-linear interactions","train"
0.571733333333333,36.9912700954373,"Q-Learning","non-linear interactions","train"
0.564888888888889,39.062109266851,"Q-Learning","non-linear interactions","train"
0.571644444444444,39.8254943493548,"Q-Learning","non-linear interactions","train"
0.599555555555556,29.9392942121107,"Q-Learning","non-linear interactions","train"
0.575644444444444,38.482800736814,"Q-Learning","non-linear interactions","train"
0.566844444444444,39.7120821005727,"Q-Learning","non-linear interactions","train"
0.565777777777778,46.6527276243124,"Q-Learning","non-linear interactions","train"
0.570933333333333,39.282673248724,"Q-Learning","non-linear interactions","train"
0.574311111111111,37.174400986062,"Q-Learning","non-linear interactions","train"
0.566488888888889,38.5781778977246,"Q-Learning","non-linear interactions","train"
0.558844444444444,39.9593399626059,"Q-Learning","non-linear interactions","train"
0.562311111111111,40.6992624853924,"Q-Learning","non-linear interactions","train"
0.575911111111111,36.7739015098956,"Q-Learning","non-linear interactions","train"
0.565511111111111,38.7367414831282,"Q-Learning","non-linear interactions","train"
0.569777777777778,38.5505476929643,"Q-Learning","non-linear interactions","train"
0.576533333333333,37.5736406445077,"Q-Learning","non-linear interactions","train"
0.567644444444444,39.9513711902033,"Q-Learning","non-linear interactions","train"
0.575644444444444,38.7325327216003,"Q-Learning","non-linear interactions","train"
0.570577777777778,38.0608204739361,"Q-Learning","non-linear interactions","train"
0.5784,38.4002437864029,"Q-Learning","non-linear interactions","train"
0.575644444444444,39.6511763535718,"Q-Learning","non-linear interactions","train"
0.563555555555556,39.8932743615176,"Q-Learning","non-linear interactions","train"
0.5648,38.1919815453355,"Q-Learning","non-linear interactions","train"
0.570222222222222,39.8127081730086,"Q-Learning","non-linear interactions","train"
0.569422222222222,41.2074068123467,"Q-Learning","non-linear interactions","train"
0.574044444444444,36.9863508424747,"Q-Learning","non-linear interactions","train"
0.570222222222222,39.1317418066335,"Q-Learning","non-linear interactions","train"
0.563466666666667,41.2674561702165,"Q-Learning","non-linear interactions","train"
0.572,40.8338140669975,"Q-Learning","non-linear interactions","train"
0.567733333333333,40.3786163473919,"Q-Learning","non-linear interactions","train"
0.5688,40.1415397747315,"Q-Learning","non-linear interactions","train"
0.567377777777778,40.3094214490071,"Q-Learning","non-linear interactions","train"
0.5728,40.0955960286201,"Q-Learning","non-linear interactions","train"
0.573066666666667,40.1968513945624,"Q-Learning","non-linear interactions","train"
0.574044444444444,38.7744205024852,"Q-Learning","non-linear interactions","train"
0.577688888888889,35.6316436599759,"Q-Learning","non-linear interactions","train"
0.568711111111111,40.5359597999798,"Q-Learning","non-linear interactions","train"
0.564,39.7793500899196,"Q-Learning","non-linear interactions","train"
0.574844444444444,37.4351695872534,"Q-Learning","non-linear interactions","train"
0.574311111111111,39.7384632686087,"Q-Learning","non-linear interactions","train"
0.575288888888889,38.5634263994662,"Q-Learning","non-linear interactions","train"
0.566844444444444,40.396732154086,"Q-Learning","non-linear interactions","train"
0.565333333333333,38.4994743609451,"Q-Learning","non-linear interactions","train"
0.562844444444444,39.6925319655551,"Q-Learning","non-linear interactions","train"
0.565955555555556,39.8191026372228,"Q-Learning","non-linear interactions","train"
0.5808,37.2482606501622,"Q-Learning","non-linear interactions","train"
0.578044444444444,37.2346394495529,"Q-Learning","non-linear interactions","train"
0.568088888888889,40.0485114997214,"Q-Learning","non-linear interactions","train"
0.565688888888889,39.4702256958551,"Q-Learning","non-linear interactions","train"
0.565866666666667,40.1345616789521,"Q-Learning","non-linear interactions","train"
0.579733333333333,37.1763976478719,"Q-Learning","non-linear interactions","train"
0.574044444444444,38.3849868305639,"Q-Learning","non-linear interactions","train"
0.568711111111111,38.4734497316868,"Q-Learning","non-linear interactions","train"
0.563911111111111,40.965111999867,"Q-Learning","non-linear interactions","train"
0.5672,39.0040183459097,"Q-Learning","non-linear interactions","train"
0.570933333333333,38.6452117562949,"Q-Learning","non-linear interactions","train"
0.571466666666667,39.1250500861564,"Q-Learning","non-linear interactions","train"
0.570222222222222,38.5414004008633,"Q-Learning","non-linear interactions","train"
0.567644444444444,39.4514682857888,"Q-Learning","non-linear interactions","train"
0.562755555555556,40.438166105044,"Q-Learning","non-linear interactions","train"
0.561155555555556,40.4035552703646,"Q-Learning","non-linear interactions","train"
0.581066666666667,35.0329659896301,"Q-Learning","non-linear interactions","train"
0.562222222222222,40.173384435551,"Q-Learning","non-linear interactions","train"
0.551733333333333,40.5205037191492,"DWOLS","non-linear interactions","train"
0.574488888888889,36.4841007566971,"DWOLS","non-linear interactions","train"
0.571111111111111,43.4407380763397,"DWOLS","non-linear interactions","train"
0.561866666666667,39.9565471401213,"DWOLS","non-linear interactions","train"
0.562488888888889,41.8148109083171,"DWOLS","non-linear interactions","train"
0.5736,39.4317324691986,"DWOLS","non-linear interactions","train"
0.572622222222222,35.6820837020027,"DWOLS","non-linear interactions","train"
0.570577777777778,38.3242755513934,"DWOLS","non-linear interactions","train"
0.605066666666667,29.4210681919296,"DWOLS","non-linear interactions","train"
0.5648,39.9172785722064,"DWOLS","non-linear interactions","train"
0.581955555555556,32.8175448378593,"DWOLS","non-linear interactions","train"
0.579733333333333,36.279187426391,"DWOLS","non-linear interactions","train"
0.575555555555556,39.5138590243884,"DWOLS","non-linear interactions","train"
0.568533333333333,38.4976764746129,"DWOLS","non-linear interactions","train"
0.563911111111111,39.8054955381224,"DWOLS","non-linear interactions","train"
0.563111111111111,39.5393944911523,"DWOLS","non-linear interactions","train"
0.566311111111111,41.2414528770174,"DWOLS","non-linear interactions","train"
0.567111111111111,38.6678087305229,"DWOLS","non-linear interactions","train"
0.567377777777778,37.8584081697858,"DWOLS","non-linear interactions","train"
0.564622222222222,38.7718737009318,"DWOLS","non-linear interactions","train"
0.567555555555556,38.4378724844474,"DWOLS","non-linear interactions","train"
0.574222222222222,40.0933407612662,"DWOLS","non-linear interactions","train"
0.5664,46.3236065100842,"DWOLS","non-linear interactions","train"
0.540177777777778,41.7235246725666,"DWOLS","non-linear interactions","train"
0.565955555555556,37.759491059988,"DWOLS","non-linear interactions","train"
0.5608,39.7519004601931,"DWOLS","non-linear interactions","train"
0.560266666666667,40.1247017959183,"DWOLS","non-linear interactions","train"
0.572088888888889,36.2098623320627,"DWOLS","non-linear interactions","train"
0.564088888888889,40.0730570547741,"DWOLS","non-linear interactions","train"
0.562577777777778,38.534395315887,"DWOLS","non-linear interactions","train"
0.567822222222222,36.7430976529029,"DWOLS","non-linear interactions","train"
0.566577777777778,37.2442535789403,"DWOLS","non-linear interactions","train"
0.565422222222222,40.0234317408696,"DWOLS","non-linear interactions","train"
0.5632,39.2409018055103,"DWOLS","non-linear interactions","train"
0.571733333333333,40.4469050477517,"DWOLS","non-linear interactions","train"
0.625333333333333,24.5285063948072,"DWOLS","non-linear interactions","train"
0.569866666666667,40.1632829287917,"DWOLS","non-linear interactions","train"
0.568444444444444,40.5536041555127,"DWOLS","non-linear interactions","train"
0.504088888888889,46.3551799356095,"DWOLS","non-linear interactions","train"
0.565422222222222,39.218240370128,"DWOLS","non-linear interactions","train"
0.571555555555556,39.926126352202,"DWOLS","non-linear interactions","train"
0.566044444444444,39.2266343831522,"DWOLS","non-linear interactions","train"
0.565511111111111,40.1775695706469,"DWOLS","non-linear interactions","train"
0.567377777777778,39.4688708953298,"DWOLS","non-linear interactions","train"
0.570488888888889,39.4969439721165,"DWOLS","non-linear interactions","train"
0.571911111111111,40.39401952052,"DWOLS","non-linear interactions","train"
0.570666666666667,39.1477117214087,"DWOLS","non-linear interactions","train"
0.567288888888889,37.7718986728862,"DWOLS","non-linear interactions","train"
0.576088888888889,39.2984272938668,"DWOLS","non-linear interactions","train"
0.564888888888889,39.0993729455484,"DWOLS","non-linear interactions","train"
0.574133333333333,40.9257197230253,"DWOLS","non-linear interactions","train"
0.565066666666667,40.0417730201349,"DWOLS","non-linear interactions","train"
0.578222222222222,40.1039443586355,"DWOLS","non-linear interactions","train"
0.566222222222222,41.9095359619161,"DWOLS","non-linear interactions","train"
0.568,39.417501320062,"DWOLS","non-linear interactions","train"
0.565777777777778,40.0163467566125,"DWOLS","non-linear interactions","train"
0.582933333333333,35.1465090679319,"DWOLS","non-linear interactions","train"
0.563822222222222,40.1297444678165,"DWOLS","non-linear interactions","train"
0.565066666666667,41.9247145854069,"DWOLS","non-linear interactions","train"
0.572355555555556,36.5586127087275,"DWOLS","non-linear interactions","train"
0.569422222222222,41.1268479687916,"DWOLS","non-linear interactions","train"
0.559555555555556,41.7546927452451,"DWOLS","non-linear interactions","train"
0.575111111111111,40.0784087045605,"DWOLS","non-linear interactions","train"
0.567466666666667,37.7947581952748,"DWOLS","non-linear interactions","train"
0.568088888888889,40.2248565597956,"DWOLS","non-linear interactions","train"
0.5704,38.5436012187275,"DWOLS","non-linear interactions","train"
0.569777777777778,38.661911522405,"DWOLS","non-linear interactions","train"
0.578044444444444,39.2195551805682,"DWOLS","non-linear interactions","train"
0.564888888888889,40.5896075193413,"DWOLS","non-linear interactions","train"
0.566133333333333,40.6269045215214,"DWOLS","non-linear interactions","train"
0.5712,37.2871972818703,"DWOLS","non-linear interactions","train"
0.569866666666667,38.3374820681115,"DWOLS","non-linear interactions","train"
0.574577777777778,38.6330005069366,"DWOLS","non-linear interactions","train"
0.578311111111111,37.601315525309,"DWOLS","non-linear interactions","train"
0.568355555555556,40.0040542498448,"DWOLS","non-linear interactions","train"
0.561866666666667,40.7744617559794,"DWOLS","non-linear interactions","train"
0.577866666666667,36.2952473118712,"DWOLS","non-linear interactions","train"
0.581688888888889,36.1673819053585,"DWOLS","non-linear interactions","train"
0.565422222222222,41.7220668410341,"DWOLS","non-linear interactions","train"
0.594133333333333,31.6493541069602,"DWOLS","non-linear interactions","train"
0.568888888888889,39.7657277880338,"DWOLS","non-linear interactions","train"
0.563466666666667,39.8931238223198,"DWOLS","non-linear interactions","train"
0.566755555555556,39.8176310754186,"DWOLS","non-linear interactions","train"
0.572711111111111,37.9894388216127,"DWOLS","non-linear interactions","train"
0.567911111111111,38.7119035780511,"DWOLS","non-linear interactions","train"
0.575022222222222,38.7903374343542,"DWOLS","non-linear interactions","train"
0.577777777777778,36.7767979410049,"DWOLS","non-linear interactions","train"
0.567111111111111,39.7894105886307,"DWOLS","non-linear interactions","train"
0.560711111111111,41.6568026603709,"DWOLS","non-linear interactions","train"
0.569688888888889,39.4367777682296,"DWOLS","non-linear interactions","train"
0.573511111111111,37.5546944046793,"DWOLS","non-linear interactions","train"
0.559644444444444,39.5294172489117,"DWOLS","non-linear interactions","train"
0.5648,39.9373617462584,"DWOLS","non-linear interactions","train"
0.576355555555556,38.7132533249526,"DWOLS","non-linear interactions","train"
0.557333333333333,40.9351358730495,"DWOLS","non-linear interactions","train"
0.569066666666667,39.5074200294329,"DWOLS","non-linear interactions","train"
0.568888888888889,37.114463215716,"DWOLS","non-linear interactions","train"
0.562755555555556,39.9101094310942,"DWOLS","non-linear interactions","train"
0.5688,40.9547259730164,"DWOLS","non-linear interactions","train"
0.565333333333333,38.8382985141704,"DWOLS","non-linear interactions","train"
0.570666666666667,19.2582044035612,"G-Estimation","non-linear interactions","train"
0.566933333333333,19.8224963929534,"G-Estimation","non-linear interactions","train"
0.597155555555556,18.9852241777079,"G-Estimation","non-linear interactions","train"
0.582577777777778,22.5059929730699,"G-Estimation","non-linear interactions","train"
0.621244444444444,16.193859945907,"G-Estimation","non-linear interactions","train"
0.607111111111111,17.3144082045049,"G-Estimation","non-linear interactions","train"
0.6208,17.6417184597574,"G-Estimation","non-linear interactions","train"
0.594222222222222,17.606489963318,"G-Estimation","non-linear interactions","train"
0.638311111111111,15.8047808682899,"G-Estimation","non-linear interactions","train"
0.607288888888889,17.5338730944832,"G-Estimation","non-linear interactions","train"
0.591911111111111,17.617196111206,"G-Estimation","non-linear interactions","train"
0.606666666666667,23.1908894881221,"G-Estimation","non-linear interactions","train"
0.6016,18.6232286329525,"G-Estimation","non-linear interactions","train"
0.597777777777778,17.5689763621317,"G-Estimation","non-linear interactions","train"
0.584622222222222,19.5078443864355,"G-Estimation","non-linear interactions","train"
0.597777777777778,18.2552091990683,"G-Estimation","non-linear interactions","train"
0.597688888888889,16.8039877971093,"G-Estimation","non-linear interactions","train"
0.612622222222222,19.4243585936876,"G-Estimation","non-linear interactions","train"
0.602488888888889,16.7172114284003,"G-Estimation","non-linear interactions","train"
0.587555555555556,17.016659615982,"G-Estimation","non-linear interactions","train"
0.608355555555556,18.8422415748031,"G-Estimation","non-linear interactions","train"
0.62,18.8472456112962,"G-Estimation","non-linear interactions","train"
0.589155555555556,22.4842430826942,"G-Estimation","non-linear interactions","train"
0.612444444444444,16.2127567578841,"G-Estimation","non-linear interactions","train"
0.606666666666667,18.8091992587611,"G-Estimation","non-linear interactions","train"
0.608177777777778,17.4955218206024,"G-Estimation","non-linear interactions","train"
0.573511111111111,23.830772222954,"G-Estimation","non-linear interactions","train"
0.577866666666667,19.7332073746986,"G-Estimation","non-linear interactions","train"
0.6072,17.5675828462554,"G-Estimation","non-linear interactions","train"
0.598844444444444,18.0759263030944,"G-Estimation","non-linear interactions","train"
0.598311111111111,20.268167513899,"G-Estimation","non-linear interactions","train"
0.608711111111111,17.3008321545976,"G-Estimation","non-linear interactions","train"
0.590577777777778,19.7052031892627,"G-Estimation","non-linear interactions","train"
0.5968,18.5400425791718,"G-Estimation","non-linear interactions","train"
0.592533333333333,17.0547478756375,"G-Estimation","non-linear interactions","train"
0.594933333333333,19.6191674081883,"G-Estimation","non-linear interactions","train"
0.629066666666667,16.5252077152422,"G-Estimation","non-linear interactions","train"
0.585422222222222,20.3686453124154,"G-Estimation","non-linear interactions","train"
0.5672,19.4544069178599,"G-Estimation","non-linear interactions","train"
0.608266666666667,17.8515866869432,"G-Estimation","non-linear interactions","train"
0.611911111111111,24.7145370505373,"G-Estimation","non-linear interactions","train"
0.5912,18.1763554861566,"G-Estimation","non-linear interactions","train"
0.596977777777778,19.0393968392834,"G-Estimation","non-linear interactions","train"
0.584266666666667,18.5815473533453,"G-Estimation","non-linear interactions","train"
0.611111111111111,17.6437949789232,"G-Estimation","non-linear interactions","train"
0.5864,20.0539804420685,"G-Estimation","non-linear interactions","train"
0.558755555555556,21.6460815908112,"G-Estimation","non-linear interactions","train"
0.606755555555556,18.4676953828082,"G-Estimation","non-linear interactions","train"
0.589244444444444,19.6441062112017,"G-Estimation","non-linear interactions","train"
0.602933333333333,20.235341913131,"G-Estimation","non-linear interactions","train"
0.582933333333333,21.1286811900374,"G-Estimation","non-linear interactions","train"
0.582133333333333,17.6602498965098,"G-Estimation","non-linear interactions","train"
0.590933333333333,19.6283427589161,"G-Estimation","non-linear interactions","train"
0.591377777777778,18.2420871878641,"G-Estimation","non-linear interactions","train"
0.6032,19.9803078362936,"G-Estimation","non-linear interactions","train"
0.586044444444444,17.5787783877673,"G-Estimation","non-linear interactions","train"
0.593511111111111,17.2455270924617,"G-Estimation","non-linear interactions","train"
0.598933333333333,17.2013173024156,"G-Estimation","non-linear interactions","train"
0.605955555555556,17.260698464065,"G-Estimation","non-linear interactions","train"
0.609688888888889,16.6155810189774,"G-Estimation","non-linear interactions","train"
0.579733333333333,19.2351444994879,"G-Estimation","non-linear interactions","train"
0.576888888888889,17.8870099691537,"G-Estimation","non-linear interactions","train"
0.589155555555556,17.5365506979176,"G-Estimation","non-linear interactions","train"
0.595111111111111,18.410524294986,"G-Estimation","non-linear interactions","train"
0.590844444444444,21.3818257255862,"G-Estimation","non-linear interactions","train"
0.589155555555556,23.0297826081738,"G-Estimation","non-linear interactions","train"
0.586488888888889,18.1454488265856,"G-Estimation","non-linear interactions","train"
0.585155555555556,18.3463129249148,"G-Estimation","non-linear interactions","train"
0.588355555555556,19.2913051916315,"G-Estimation","non-linear interactions","train"
0.598755555555556,17.3086422299842,"G-Estimation","non-linear interactions","train"
0.593066666666667,17.0552952434857,"G-Estimation","non-linear interactions","train"
0.614044444444444,15.7564740488244,"G-Estimation","non-linear interactions","train"
0.580711111111111,16.9678736628744,"G-Estimation","non-linear interactions","train"
0.580088888888889,19.138857174681,"G-Estimation","non-linear interactions","train"
0.588266666666667,17.5128464378005,"G-Estimation","non-linear interactions","train"
0.616355555555556,16.5314466738312,"G-Estimation","non-linear interactions","train"
0.596444444444444,18.9066477206264,"G-Estimation","non-linear interactions","train"
0.630933333333333,16.0880306269672,"G-Estimation","non-linear interactions","train"
0.604444444444444,18.2339264371663,"G-Estimation","non-linear interactions","train"
0.594844444444444,17.3882627191497,"G-Estimation","non-linear interactions","train"
0.585066666666667,19.1333325618368,"G-Estimation","non-linear interactions","train"
0.585155555555556,18.790707978716,"G-Estimation","non-linear interactions","train"
0.609777777777778,16.4237502547285,"G-Estimation","non-linear interactions","train"
0.582755555555556,19.1001003226134,"G-Estimation","non-linear interactions","train"
0.600888888888889,19.2660454705207,"G-Estimation","non-linear interactions","train"
0.584355555555556,20.9865093729601,"G-Estimation","non-linear interactions","train"
0.615911111111111,19.7286455880464,"G-Estimation","non-linear interactions","train"
0.5832,18.8346485868805,"G-Estimation","non-linear interactions","train"
0.577155555555556,21.4821715829254,"G-Estimation","non-linear interactions","train"
0.591733333333333,17.2367405058639,"G-Estimation","non-linear interactions","train"
0.574133333333333,23.9280764733873,"G-Estimation","non-linear interactions","train"
0.559288888888889,23.4074190857489,"G-Estimation","non-linear interactions","train"
0.573511111111111,18.899293258499,"G-Estimation","non-linear interactions","train"
0.591111111111111,20.1203851571432,"G-Estimation","non-linear interactions","train"
0.602577777777778,16.6099182529654,"G-Estimation","non-linear interactions","train"
0.604444444444444,18.4744551926674,"G-Estimation","non-linear interactions","train"
0.582933333333333,18.488529913665,"G-Estimation","non-linear interactions","train"
0.583466666666667,20.2587698892048,"G-Estimation","non-linear interactions","train"
0.610577777777778,16.4475105556066,"G-Estimation","non-linear interactions","train"
0.566133333333333,19.576179073895,"G-Estimation","non-linear interactions","train"
0.5976,28.908121141322,"CART","non-linear interactions","train"
0.636,22.5313986922119,"CART","non-linear interactions","train"
0.571377777777778,30.7491737409867,"CART","non-linear interactions","train"
0.610311111111111,23.6676142583885,"CART","non-linear interactions","train"
0.665066666666667,17.5278496629577,"CART","non-linear interactions","train"
0.611288888888889,23.0734925265307,"CART","non-linear interactions","train"
0.572977777777778,26.7521140944952,"CART","non-linear interactions","train"
0.580088888888889,37.2328931037971,"CART","non-linear interactions","train"
0.613955555555556,23.2003884557827,"CART","non-linear interactions","train"
0.5928,28.9135617394339,"CART","non-linear interactions","train"
0.673422222222222,16.7071520167093,"CART","non-linear interactions","train"
0.552711111111111,36.5810263237121,"CART","non-linear interactions","train"
0.588444444444444,27.982033618165,"CART","non-linear interactions","train"
0.624711111111111,27.3977479407928,"CART","non-linear interactions","train"
0.536444444444444,41.9517427221851,"CART","non-linear interactions","train"
0.660355555555556,15.0760510463457,"CART","non-linear interactions","train"
0.650577777777778,19.9840283132244,"CART","non-linear interactions","train"
0.570666666666667,36.0043483531821,"CART","non-linear interactions","train"
0.562933333333333,36.8171999711841,"CART","non-linear interactions","train"
0.626666666666667,26.3344945473362,"CART","non-linear interactions","train"
0.631555555555556,21.8056679211254,"CART","non-linear interactions","train"
0.633066666666667,24.1560175274779,"CART","non-linear interactions","train"
0.612266666666667,28.4975648369591,"CART","non-linear interactions","train"
0.5592,40.8740422364267,"CART","non-linear interactions","train"
0.696266666666667,14.0725145876673,"CART","non-linear interactions","train"
0.62,24.9800831786725,"CART","non-linear interactions","train"
0.6088,28.7008617238002,"CART","non-linear interactions","train"
0.555111111111111,39.5660024135864,"CART","non-linear interactions","train"
0.602311111111111,25.593612544173,"CART","non-linear interactions","train"
0.656533333333333,17.9481424067638,"CART","non-linear interactions","train"
0.641066666666667,25.142238318793,"CART","non-linear interactions","train"
0.565244444444444,38.9772035950065,"CART","non-linear interactions","train"
0.552622222222222,38.8710367988057,"CART","non-linear interactions","train"
0.680266666666667,16.9548255497305,"CART","non-linear interactions","train"
0.574933333333333,33.6171018091184,"CART","non-linear interactions","train"
0.641866666666667,23.2340011948124,"CART","non-linear interactions","train"
0.613955555555556,22.1874385685702,"CART","non-linear interactions","train"
0.607644444444444,21.2039411616664,"CART","non-linear interactions","train"
0.646577777777778,14.4857094199565,"CART","non-linear interactions","train"
0.593866666666667,32.6709558295198,"CART","non-linear interactions","train"
0.574222222222222,30.5346145491084,"CART","non-linear interactions","train"
0.613688888888889,27.5543217780042,"CART","non-linear interactions","train"
0.616088888888889,30.1584928778616,"CART","non-linear interactions","train"
0.607911111111111,29.9745513196,"CART","non-linear interactions","train"
0.654844444444444,19.894537876009,"CART","non-linear interactions","train"
0.5744,23.7045242798154,"CART","non-linear interactions","train"
0.543288888888889,41.5481531793285,"CART","non-linear interactions","train"
0.565777777777778,38.9233689336536,"CART","non-linear interactions","train"
0.602311111111111,28.8170451008972,"CART","non-linear interactions","train"
0.5512,37.4608418373972,"CART","non-linear interactions","train"
0.604888888888889,22.8986643470108,"CART","non-linear interactions","train"
0.574755555555556,38.4814568562585,"CART","non-linear interactions","train"
0.632711111111111,23.0538918483401,"CART","non-linear interactions","train"
0.599288888888889,31.771937372898,"CART","non-linear interactions","train"
0.669066666666667,13.629300176277,"CART","non-linear interactions","train"
0.582844444444444,33.8363257706339,"CART","non-linear interactions","train"
0.618666666666667,27.8712401842539,"CART","non-linear interactions","train"
0.638044444444444,24.5808182377511,"CART","non-linear interactions","train"
0.577333333333333,27.1707901437439,"CART","non-linear interactions","train"
0.5608,37.7756880748077,"CART","non-linear interactions","train"
0.6224,23.0164177713068,"CART","non-linear interactions","train"
0.588266666666667,32.0371036795147,"CART","non-linear interactions","train"
0.559822222222222,30.4148141782315,"CART","non-linear interactions","train"
0.605422222222222,26.2085361442658,"CART","non-linear interactions","train"
0.641244444444444,16.8634027169314,"CART","non-linear interactions","train"
0.587733333333333,37.5637868134521,"CART","non-linear interactions","train"
0.6264,22.0406541339022,"CART","non-linear interactions","train"
0.605511111111111,26.5637755641648,"CART","non-linear interactions","train"
0.578933333333333,35.653314722193,"CART","non-linear interactions","train"
0.633866666666667,21.4305811923076,"CART","non-linear interactions","train"
0.601511111111111,28.4272799144654,"CART","non-linear interactions","train"
0.661688888888889,18.6882645680231,"CART","non-linear interactions","train"
0.560177777777778,38.3492769526988,"CART","non-linear interactions","train"
0.646577777777778,21.1971493843094,"CART","non-linear interactions","train"
0.600444444444444,28.5251174249205,"CART","non-linear interactions","train"
0.580711111111111,37.2687340945035,"CART","non-linear interactions","train"
0.4968,44.6040065612551,"CART","non-linear interactions","train"
0.600177777777778,26.3004744206094,"CART","non-linear interactions","train"
0.666044444444444,19.9286649759602,"CART","non-linear interactions","train"
0.5152,42.6273522425476,"CART","non-linear interactions","train"
0.618044444444444,21.8417593359322,"CART","non-linear interactions","train"
0.608533333333333,27.4750758857259,"CART","non-linear interactions","train"
0.671022222222222,11.4572000502137,"CART","non-linear interactions","train"
0.6208,28.1492522709735,"CART","non-linear interactions","train"
0.567288888888889,31.7681183555938,"CART","non-linear interactions","train"
0.600177777777778,28.6407820324094,"CART","non-linear interactions","train"
0.599466666666667,33.7835956588962,"CART","non-linear interactions","train"
0.596355555555556,28.0336589336649,"CART","non-linear interactions","train"
0.565866666666667,39.6834294360262,"CART","non-linear interactions","train"
0.624355555555556,22.1207048706361,"CART","non-linear interactions","train"
0.680355555555556,15.5897280837481,"CART","non-linear interactions","train"
0.600444444444444,23.8167411134726,"CART","non-linear interactions","train"
0.5344,39.8420071149511,"CART","non-linear interactions","train"
0.574044444444444,39.147108237624,"CART","non-linear interactions","train"
0.618222222222222,22.4710634004974,"CART","non-linear interactions","train"
0.625688888888889,24.8763612040971,"CART","non-linear interactions","train"
0.64,18.1240984814126,"CART","non-linear interactions","train"
0.582311111111111,34.4642952430086,"CART","non-linear interactions","train"
0.606044444444444,23.3793332507966,"CART","non-linear interactions","train"
0.565955555555556,39.0259093481876,"CART","non-linear interactions","train"
0.565155555555556,22.096037889583,"k-NN Regression","non-linear interactions","train"
0.5696,27.3550369326655,"k-NN Regression","non-linear interactions","train"
0.567822222222222,26.1574814724876,"k-NN Regression","non-linear interactions","train"
0.540266666666667,25.4680796096412,"k-NN Regression","non-linear interactions","train"
0.569866666666667,21.2817444908431,"k-NN Regression","non-linear interactions","train"
0.589955555555556,20.4721481580581,"k-NN Regression","non-linear interactions","train"
0.564711111111111,21.0839012254772,"k-NN Regression","non-linear interactions","train"
0.573244444444444,21.08047565058,"k-NN Regression","non-linear interactions","train"
0.551022222222222,24.0910463007985,"k-NN Regression","non-linear interactions","train"
0.5728,22.6369743549056,"k-NN Regression","non-linear interactions","train"
0.563111111111111,21.53288453731,"k-NN Regression","non-linear interactions","train"
0.574844444444444,21.1327249574604,"k-NN Regression","non-linear interactions","train"
0.539288888888889,26.2036521992142,"k-NN Regression","non-linear interactions","train"
0.581688888888889,21.6630699860959,"k-NN Regression","non-linear interactions","train"
0.568355555555556,22.1077263923166,"k-NN Regression","non-linear interactions","train"
0.565155555555556,23.1135922743687,"k-NN Regression","non-linear interactions","train"
0.570666666666667,21.4445461854345,"k-NN Regression","non-linear interactions","train"
0.5776,19.9973429923023,"k-NN Regression","non-linear interactions","train"
0.560977777777778,23.1221991198449,"k-NN Regression","non-linear interactions","train"
0.563377777777778,21.8851399953034,"k-NN Regression","non-linear interactions","train"
0.558311111111111,28.5791476138112,"k-NN Regression","non-linear interactions","train"
0.551733333333333,27.3360000586583,"k-NN Regression","non-linear interactions","train"
0.556444444444444,23.2395279490206,"k-NN Regression","non-linear interactions","train"
0.577155555555556,20.7609173296764,"k-NN Regression","non-linear interactions","train"
0.5624,21.3177464857229,"k-NN Regression","non-linear interactions","train"
0.5608,23.4164893418389,"k-NN Regression","non-linear interactions","train"
0.5448,27.4443635686028,"k-NN Regression","non-linear interactions","train"
